timestamp,open,high,low,close,volume
2021-05-07,252.1500,254.3000,251.1700,252.4600,27032912
2021-05-06,246.4500,249.8600,244.6900,249.7300,26491085
2021-05-05,249.0600,249.5000,245.8200,246.4700,21901325
2021-05-04,250.9700,251.2100,245.7600,247.7900,32756052
2021-05-03,253.4000,254.3500,251.1200,251.8600,19626568
2021-04-30,249.7400,253.0800,249.6000,252.1800,30945098
2021-04-29,255.4600,256.1000,249.0000,252.5100,40589023
2021-04-28,256.0780,256.5399,252.9500,254.5600,46903119
2021-04-27,261.5850,263.1900,260.1200,261.9700,31014213
2021-04-26,261.6600,262.4350,260.1700,261.5500,19763346
2021-04-23,257.8800,261.5100,257.2700,261.1500,21499286
2021-04-22,260.2100,261.7800,255.6400,257.1700,25606152
2021-04-21,258.9400,260.6800,257.2500,260.5800,24030383
2021-04-20,257.8200,260.2000,256.8400,258.2600,19722875
2021-04-19,260.1900,261.4800,257.8210,258.7400,23209260
2021-04-16,259.4700,261.0000,257.6014,260.7400,24878582
2021-04-15,257.9310,259.9300,257.7300,259.5000,25627481
2021-04-14,257.4750,258.8300,255.1600,255.5900,23070938
2021-04-13,257.2573,259.1900,256.8300,258.4900,23837469
2021-04-12,254.7100,257.6700,254.6200,255.9100,27148668
2021-04-09,252.8700,255.9900,252.4400,255.8500,24326833
2021-04-08,252.7700,254.1390,252.0000,253.2500,23625197
2021-04-07,247.8100,250.9300,247.1900,249.9000,22719835
2021-04-06,247.6100,249.4000,246.8800,247.8600,22931923
2021-04-05,242.7600,249.9600,242.7000,249.0700,36910609
2021-04-01,238.4700,242.8400,238.0501,242.3500,30337982
2021-03-31,232.9100,239.1000,232.3900,235.7700,43623471
2021-03-30,233.5250,233.8500,231.1000,231.8500,24792012
2021-03-29,236.5900,236.8000,231.8800,235.2400,25227455
2021-03-26,231.5500,236.7100,231.5500,236.4800,25479853
2021-03-25,235.3000,236.9400,231.5700,232.3400,34061853
2021-03-24,237.8450,238.0000,235.3200,235.4600,25620127
2021-03-23,237.4850,241.0500,237.0700,237.5800,31638376
2021-03-22,230.2700,236.9000,230.1400,235.9900,30127005
2021-03-19,231.0200,232.4740,229.3496,230.3500,46430730
2021-03-18,232.5600,234.1900,230.3300,230.7200,34852251
2021-03-17,236.1500,238.5500,233.2300,237.0400,29562100
2021-03-16,236.2800,240.0550,235.9400,237.7100,28092196
2021-03-15,234.9600,235.1850,231.8100,234.8100,26042669
2021-03-12,234.0100,235.8200,233.2300,235.7500,22653662
2021-03-11,234.9600,239.1700,234.3100,237.1300,29907586
2021-03-10,237.0000,237.0000,232.0400,232.4200,29746812
2021-03-09,232.8800,235.3839,231.6700,233.7800,33080531
